StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
5,,,22,SZ,3,1,Behavioural,NA,?Imagery rescripting,22,2012,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Reduced intrusion development after post-trauma imagery rescripting; An experimental study,"Hagenaars, M. A., & Arntz, A.",?mhagenaars@fsw.leidenuniv.nl ,?10.1016/j.jbtep.2011.09.005,Others,Netherlands,Europe,3,76,47,0.618421053,21.4,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,"page 811, Table 1",Imagery rescripting,Imagery rescripting,Decrease,Positive imagery,Positive imagery,Imagery rescripting vs. Positive imagery,Direct Imagery vs. Indirect Imagery,Task,Experimental Task,24,27,51,Immediate Post,Trauma film,Trauma film,4,10min,Intrusion Frequency,Involuntary memory,?Tabular diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,?IRS condition experienced fewer intrusive memories of the film than those in the PI and IRE,NA,"?Structured Clinical Interview for
DSM-IV (SCID-I; ?Posttraumatic Cognitions Inventory",Yes,Positive,1.96,,2.14,4.74,,5.54,-2.78,Not provided,,0.047,0.57,Cohen's d,,sample,,,,Film,No,Behavioural,Direct vs. Indirect,Imagery,Task
5,,,23,SZ,3,1,Behavioural,NA,?Imagery reexperiencing,23,2012,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Reduced intrusion development after post-trauma imagery rescripting; An experimental study,"Hagenaars, M. A., & Arntz, A.",?mhagenaars@fsw.leidenuniv.nl ,?10.1016/j.jbtep.2011.09.005,Others,Netherlands,Europe,3,76,47,0.618421053,21.4,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,"page 811, Table 1",Imagery reexperiencing,Imagery re-experience,Unspecified,Positive imagery,Positive imagery,Imagery re-experience vs. Positive imagery,Direct Imagery vs. Indirect Imagery,Task,Experimental Task,25,27,52,Immediate Post,Trauma film,Trauma film,4,10min,Intrusion Frequency,Involuntary memory,?Tabular diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,No group difference,NA,"?Structured Clinical Interview for
DSM-IV (SCID-I; ?Posttraumatic Cognitions Inventory",Yes,Positive,6.2,,5.84,4.74,,5.54,1.46,Not provided,,0.29,0.3,Cohen's d,,sample,,,,Film,No,Behavioural,Direct vs. Indirect,Imagery,Task
6,1,1,24,SZ,4,1,Behavioural,NA,?Tetris,24,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,60,30,0.5,27,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 3, Table 3",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,15,21min,Intrusion Frequency,Involuntary memory,(No name) Recoded during manipulation,Lab-based intrusion monitoring task,Same day post trauma film,10min,Real Time,Image,Positive,?Participants had significantly fewer intrusions whilst playing Tetris compared to the no-task condition,NA,NA,Yes,Null,4.3,1.1,,12.35,3.4,,-8.05,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
6,,,25,SZ,4,1,Behavioural,NA,?Pub Quiz,25,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,60,30,0.5,27,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 3, Table 3",Reminder + Pub Quiz,Trauma reminder + Pub Quiz,Increase,No-task,No-Task,Trauma reminder + Pub Quiz,Direct imagery + Indirect verbal,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,15,21min,Intrusion Frequency,Involuntary memory,(No name) Recoded during manipulation,Lab-based intrusion monitoring task,Same day post trauma film,10min,Real Time,Image,Null,?comparable difference between the Pub Quiz game and no-task condition (Table,NA,NA,Yes,Null,5.9,1.38,,12.35,3.4,,-6.45,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery + Verbal,Task
6,,,26,SZ,4,1,Behavioural,NA,?Tetris,26,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,60,30,0.5,27,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 4, Figure 2",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,15,21min,Intrusion Frequency,Involuntary memory,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,?participants in the visuospatial condition experienced significantly fewer flashbacks over the week than both the no-task ,NA,NA,Yes,Null,2.96,0.32,1.41,5.22,0.87,3.88,-2.26,Not provided,,<0.03,0.7,Cohen's d,Stats extracted from figure 2,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
6,,,27,SZ,4,1,Behavioural,NA,?Pub Quiz,27,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,60,30,0.5,27,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 4, Figure 2",Reminder + Pub Quiz,Trauma reminder + Pub Quiz,Increase,No-task,No-Task,Trauma reminder + Pub Quiz,Direct imagery + Indirect verbal,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,15,21min,Intrusion Frequency,Involuntary memory,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Negative,?participants in the Pub Quiz condition experienced a significantly greater number of flashbacks than control,NA,NA,Yes,Null,7.86,0.97,4.32,5.22,0.87,3.88,2.64,Not provided,,<0.05,0.62,Cohen's d,Stats extracted from figure 2,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery + Verbal,Task
7,,1,28,SZ,4,2,Behavioural,NA,?Tetris,28,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,75,42,0.56,22.9,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 7, Table 8",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,26,26,52,Immediate Post,Trauma film,Trauma film,11,12min,Intrusion Frequency,Involuntary memory,(No name) Recoded during manipulation,Lab-based intrusion monitoring task,Same day post trauma film,10min,Real Time,Image,Positive,?The frequency of initial intrusions participants experienced during the 10-min experimental interven- tion was reduced in both the Tetris and Pub Quiz conditions relative ?to the no-task condition,NA,NA,Yes,Null,5.65,0.94,,9.84,1.31,,-4.19,Not provided,,<0.05,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
7,,,29,SZ,4,2,Behavioural,NA,?Pub Quiz,29,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,75,42,0.56,22.9,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 7, Table 8",Reminder + Pub Quiz,Trauma reminder + Pub Quiz,Increase,No-task,No-Task,Trauma reminder + Pub Quiz,Direct imagery + Indirect verbal,Task,No-Task,26,26,52,Immediate Post,Trauma film,Trauma film,11,12min,Intrusion Frequency,Involuntary memory,(No name) Recoded during manipulation,Lab-based intrusion monitoring task,Same day post trauma film,10min,Real Time,Image,Positive,?The frequency of initial intrusions participants experienced during the 10-min experimental interven- tion was reduced in both the Tetris and Pub Quiz conditions relative ?to the no-task condition,NA,NA,Yes,Null,6,0.67,,9.84,1.31,,-3.84,Not provided,,<0.05,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery + Verbal,Task
7,,,30,SZ,4,2,Behavioural,NA,?Tetris,30,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,75,42,0.56,22.9,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 8, Figure 4",Reminder + Tetris,Trauma reminder + Tetris,Decrease,No-task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,26,26,52,Immediate Post,Trauma film,Trauma film,11,12min,Intrusion Frequency,Involuntary memory,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,?those in the Tetris condition experienced significantly fewer flashbacks over the week than the no-task control condition,NA,NA,Yes,Null,3.56,0.54,2.77,6.71,1.22,6.22,-3.15,Not provided,,Not provided,0.62,Cohen's d,Stats extracted from figure 4,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
7,,,31,SZ,4,2,Behavioural,NA,?Pub Quiz,31,2010,Published,Journal Article,PLoS ONE,Key steps in developing a cognitive vaccine against traumatic flashbacks: Visuospatial tetris versus verbal pub quiz,"Holmes, Emily A.; James, Ella L.; Kilford, Emma J.; Deeprose, Catherine",?emily.holmes@psych.ox.ac.uk,?10.1371/journal.pone.0013706,Web of Science,England,Europe,3,75,42,0.56,22.9,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"page 8, Figure 4",Reminder + Pub Quiz,Trauma reminder + Pub Quiz,Increase,No-task,No-Task,Trauma reminder + Pub Quiz,Direct imagery + Indirect verbal,Task,No-Task,26,26,52,Immediate Post,Trauma film,Trauma film,11,12min,Intrusion Frequency,Involuntary memory,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,?The relative increase in flashbacks after Pub Quiz condition compared to the control condition was not significant,NA,NA,Yes,Null,7.63,1.36,6.91,6.71,1.22,6.22,0.92,Not provided,,Not provided,Not provided,Not provided,Stats extracted from figure 4,0,,,,Film,No,Behavioural,Direct + Indirect,Imagery + Verbal,Task
8,1,1,32,MMV,5,1,Behavioural,NA,Contextual condition,32,2012,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Contextual representations increase analogue traumatic intrusions: Evidence against a dual-representation account of peri-traumatic processing,"Pearson, D. G.",d.g.pearson@abdn.ac.uk,10.1016/j.jbtep.2012.04.002,Others,Scotland,Europe,2,38,30,0.789473684,22.55,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 2, page 1029",Contextual,Contextual information,Increase,Context-free,No-Task,Contextual information,Direct Verbal,Task,No-Task,19,19,38,Peri,Trauma film,Trauma film,5,13 min 40 s,Intrusion frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Not Reported,Negative,Contextual information condition had higher diary intrusions than context-free condition,NA,NA,Yes,Null,5.26,Not Reported,4.12,2.95,Not Reported,2.73,2.31,t(36) = 2.04,NA,< 0.024,Not Reported,Not Reported,Did not use any trauma history questionnaire but inclusion criteria included no exposure to road accidents~ does that count as similar baseline trauma history?,0,,,,Film,No,Behavioural,Direct,Verbal,Task
8,,,33,MMV,5,1,Behavioural,NA,Contextual condition,33,2012,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Contextual representations increase analogue traumatic intrusions: Evidence against a dual-representation account of peri-traumatic processing,"Pearson, D. G.",d.g.pearson@abdn.ac.uk,10.1016/j.jbtep.2012.04.002,Others,Scotland,Europe,2,38,30,0.789473684,22.55,Between-subject,1,1,0,1,1,1,1,0,1,1,1,9,"Table 2, page 1029",Contextual,Contextual information,Increase,Context-free,No-Task,Contextual information,Direct Verbal,Task,No-Task,19,19,38,Peri,Trauma film,Trauma film,5,13 min 40 s,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Not Reported,Null,Contextual information and context-free conditions did not signficiantly differ on emotionality of diary intrusions.,NA,NA,Yes,Null,4.62,Not Reported,1.81,4.34,Not Reported,2.22,0.28,t(32) = 0.41,NA,0.69,Not Reported,Not Reported,Did not use any trauma history questionnaire but inclusion criteria included no exposure to road accidents~ does that count as similar baseline trauma history? Different df for t test compared to intrusion freqeuncy~ why?,0,,,,Film,No,Behavioural,Direct,Verbal,Task
9,1,1,34,MMV & SZ,6,1,Behavioural,NA,Positive CBM-App,34,2012,Published,Journal Article,Emotion,Ameliorating intrusive memories of distressing experiences using computerized reappraisal training,"Woud, M. L., Holmes, E., A., Postma, P., Dalgleish, T., & Mackintosh, B.",emily.holmes@psych.ox.ac.uk,10.1037/a0024992,Others,England,Europe,2,74,37,0.5,22.47,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,"Table 1, page 14",Positive Cognitive Bias Modification-Appraisal (CBM-app),Positive CBM training,Decrease,Negative Cognitive Bias Modification-Appraisal (CBM-app),Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,37,37,74,Immediate Post,Trauma film,Trauma film,Not Reported,20min,Intrusion frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Positive,Positive CBM-App condition had lower diary intrusions than Negative CBM-App condition,NA,_Posttraumatic Cognitions Inventory (PTCI),No,NA,4.32,Not Reported,3.6,6.43,Not Reported,5.1,-2.11,t(72) = 2.06,NA,< .05,0.49,Cohen's d,,1,,,,Film,No,Behavioural,Indirect,Emotion,Task
9,,,35,MMV & SZ,6,1,Behavioural,NA,Positive CBM-App,35,2012,Published,Journal Article,Emotion,Ameliorating intrusive memories of distressing experiences using computerized reappraisal training,"Woud, M. L., Holmes, E., A., Postma, P., Dalgleish, T., & Mackintosh, B.",emily.holmes@psych.ox.ac.uk,10.1037/a0024992,Others,England,Europe,2,74,37,0.5,22.47,Between-subject,1,1,1,1,1,1,1,NA,0,1,1,9,"Table 1, page 14",Positive Cognitive Bias Modification-Appraisal (CBM-app),Positive CBM training,Decrease,Negative Cognitive Bias Modification-Appraisal (CBM-app),Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,37,37,74,Immediate Post,Trauma film,Trauma film,Not Reported,20min,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Positive,Positive CBM-App condition had lower IES-R scores than Negative CBM-App condition,NA,_Posttraumatic Cognitions Inventory (PTCI),No,NA,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,#VALUE!,Not Reported,NA,Not Reported,Not Reported,Not Reported,Provided combined score for IES-R so how to categorize it as a DV?,1,,,,Film,No,Behavioural,Indirect,Emotion,Task
9,,,36,MMV & SZ,6,1,Behavioural,NA,Positive CBM-App,36,2012,Published,Journal Article,Emotion,Ameliorating intrusive memories of distressing experiences using computerized reappraisal training,"Woud, M. L., Holmes, E., A., Postma, P., Dalgleish, T., & Mackintosh, B.",emily.holmes@psych.ox.ac.uk,10.1037/a0024992,Others,England,Europe,2,74,37,0.5,22.47,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,Page 9,Positive Cognitive Bias Modification-Appraisal (CBM-app),Positive CBM training,Decrease,Negative Cognitive Bias Modification-Appraisal (CBM-app),Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,37,37,74,Immediate Post,Trauma film,Trauma film,Not Reported,20min,Mean Emotional Distress,Emotion,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,Both conditions did not significantly in terms of intrusion distress,NA,_Posttraumatic Cognitions Inventory (PTCI),No,NA,41.8,Not Reported,18.17,38.1,Not Reported,20,3.7,Not Reported,NA,Not Reported,,,,1,,,,Film,No,Behavioural,Indirect,Emotion,Task
10,1,1,37,MMV & SZ,7,1,Behavioural,NA,Reactivation plus Tetris,37,2015,Published,Journal Article,Psychological Science,Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms ,"James, E., L., Bonsall, M., B., Hoppitt, L, Tunbridge, E., M., Geddes, J., R., Milton, A., L., & Holmes, E., A. ",emily.holmes@mrc-cbu.cam.ac.uk ,10.1177/0956797615583071 ,Others,England,Europe,2,52,31,0.596153846,24.47,Between-subject,1,1,1,1,1,1,1,1,1,1,1,11,"Page 1206; figure 1, page 1207",Reactivation + Tetris,Trauma reminder + Tetris,Decrease,No-Task,No-Task,Trauma reminder + Tetris,Direct imagery + Indirect imagery,Task,No-Task,26,26,52,Delayed Post,Trauma Film,Trauma Film,11,12 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,2nd day post trauma film,7 days,Real Time,Image,Positive,Reactivation + tetris condition had lower diary intrusions than no-task.,NA,NA,Yes,Null,2.695,0.43,2.21,5.545,0.51,2.605,-2.85,t (50) = 4.11,NA,< .001,1.14,Cohen's d,Sample ethnicity reported but many ethnicities in the sample~ should we switch to binary coding?,1,Stats extracted from figure 1,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
